Tanggal,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
27-07-2023,19,30,23.5,70,0.2,5.9,2,200,1,C 
28-07-2023,19.2,30.3,23.6,67,0.2,7.1,3,70,1,C 
29-07-2023,17.8,30,23.2,70,0.2,7,3,250,1,C 
30-07-2023,18.6,30.2,22.9,64,0.2,8.2,4,110,1,C 
31-07-2023,17.6,30,22.8,68,0.2,8,3,70,1,C 
01-08-2023,17.6,31.2,23.9,69,0.2,7.2,2,40,0,C 
02-08-2023,17.4,30.2,24.3,75,0.2,7.7,1,312,0,C 
03-08-2023,20.4,30.4,23.6,82,0.2,1.4,3,196,1,C 
04-08-2023,19.4,32,24.1,73,12.2,6.6,2,80,1,C 
05-08-2023,19.2,31.2,24.1,71,0.2,8.3,3,260,1,C 
06-08-2023,19.2,29.4,22.9,76,0.2,7.5,3,110,1,C 
07-08-2023,19,30.4,23.3,75,4.7,5.7,3,100,1,C 
08-08-2023,19,30.6,23.6,76,7.5,6.7,3,222,0,C 
09-08-2023,18.4,31,23.4,70,5.3,5.3,3,16,1,C 
10-08-2023,18.4,31,24.3,72,0.2,7.9,4,250,1,C 
11-08-2023,19.6,31.4,24.2,68,0.2,8.1,3,230,1,C 
12-08-2023,18,31,23.1,63,0.2,8,4,244,1,C 
13-08-2023,18.6,30.4,23.4,67,0.2,8.6,3,210,1,SW
14-08-2023,18.4,31.2,23.4,68,0.2,8.1,4,230,1,C 
15-08-2023,18.6,31.2,24,68,0.2,8.7,4,250,1,C 
16-08-2023,19.2,31.4,24.1,63,0.2,8.7,3,90,1,E 
17-08-2023,18.6,31.4,23.6,66,0.2,8.6,6,84,1,E 
18-08-2023,19.7,31,23.7,70,0.2,8,3,200,1,C 
19-08-2023,19.2,31.4,24.2,70,0.2,7.8,4,240,1,C 
20-08-2023,19.4,31.3,25.3,69,0.2,8.7,3,260,1,C 
21-08-2023,19.2,32.2,23.9,65,0.2,8,3,217,1,C 
22-08-2023,19.2,31.2,23.6,71,0.2,9.3,4,350,1,C 
23-08-2023,18.8,29.2,22.8,75,0.2,7,3,30,1,C 
24-08-2023,18.6,31.4,24,70,0.2,5.7,3,220,1,C 
25-08-2023,18.6,33.4,26,62,0.2,7.8,2,40,1,C 
26-08-2023,20.6,31.4,25,71,0.2,7.5,2,240,1,C 
27-08-2023,20,30.4,24.7,73,0.2,7.5,3,90,1,C 
28-08-2023,20.3,29.6,23.6,72,0.2,6.4,3,250,1,C 
29-08-2023,19.2,29.8,23.1,76,0.2,6.3,3,40,1,C 
30-08-2023,18.5,30.8,23.8,65,0.2,7,2,120,1,C 
31-08-2023,18,31.4,23.3,65,0.2,7.2,3,250,1,C 
